Id,Course,Date,Time,RaceDesc,Class,Age,PrizeMoney,Ran,Distance,Going
24, Newcastle ,22-Mar-25,18:15,Free Bets With BetUK Bet Club Restricted Maiden Stakes (Bands C And D) (GBB Race),5, 3YO to 5YO ,"3,942",8,6f,Standard (AW - Tapeta)
25, Newcastle ,22-Mar-25,18:45,BetMGM: It's Showtime Handicap,6, 3YO only ,"3,140",12,7f 14y,Standard (AW - Tapeta)
26, Newcastle ,22-Mar-25,19:15,Extra Winnings With BetUK Acca Club Handicap,5, 4YO plus ,"3,716",10,6f,Standard (AW - Tapeta)
27, Newcastle ,22-Mar-25,19:45,Boost Your Acca At BetMGM Classified Stakes,6, 4YO plus ,"4,711",12,7f 14y,Standard (AW - Tapeta)
28, Newcastle ,22-Mar-25,20:15,Gamble Responsibly At BetUK Handicap,5, 4YO plus ,"3,716",11,5f,Standard (AW - Tapeta)
29, Wolverhampton ,22-Mar-25,16:18,£30 In Free Bets With BetUK Apprentice Handicap,6, 4YO plus ,"3,716",9,1m 5f 219y,Standard (AW - Tapeta)
30, Wolverhampton ,22-Mar-25,16:53,Free Bets With BetUK Bet Club Handicap,6, 4YO plus ,"3,140",7,5f 21y,Standard (AW - Tapeta)
31, Wolverhampton ,22-Mar-25,17:28,Best Odds Guaranteed At BetMGM Fillies' Handicap,5, 4YO plus ,"3,716",6,1m 4f 51y,Standard (AW - Tapeta)
32, Wolverhampton ,22-Mar-25,18:00,"Gamble Responsibly At BetMGM Restricted Novice Stakes (For horses In Bands B, C And D) (GBB Race)",5, 3YO to 5YO ,"3,942",9,1m 142y,Standard (AW - Tapeta)
33, Wolverhampton ,22-Mar-25,18:30,"BetMGM: It's Showtime Restricted Maiden Fillies' Stakes (For horses In Bands B, C And D) (GBB Race)",5, 3YO to 5YO ,"3,821",9,7f 36y,Standard (AW - Tapeta)
34, Wolverhampton ,22-Mar-25,19:00,Boost Your Acca At BetMGM Handicap,5, 3YO only ,"4,711",10,7f 36y,Standard (AW - Tapeta)
35, Wolverhampton ,22-Mar-25,19:30,Gamble Responsibly At BetUK Handicap,6, 4YO plus ,"3,140",8,1m 1f 104y,Standard (AW - Tapeta)
36, Navan (IRE) ,22-Mar-25,13:40,Mongey Communications Maiden Hurdle (Div 1),, 5YO plus ,"7,200",18,2m,Soft (Yielding in places)
37, Navan (IRE) ,22-Mar-25,14:10,Mongey Communications Maiden Hurdle (Div 2),, 5YO plus ,"7,200",18,2m,Soft (Yielding in places)
38, Navan (IRE) ,22-Mar-25,14:45,Navan Members Mares Handicap Hurdle,,4YO plus ,"8,700",13,2m,Soft (Yielding in places)
39, Navan (IRE) ,22-Mar-25,15:20,Irish Stallion Farms EBF Novice Hurdle,,5YO plus ,"11,399",6,2m 6f 150y,Soft (Yielding in places)
40, Navan (IRE) ,22-Mar-25,15:55,Navan Racecourse Maiden Hurdle,,4YO plus ,"7,200",7,2m 4f,Soft (Yielding in places)
41, Navan (IRE) ,22-Mar-25,16:30,Irish Stallion Farms EBF Novice Handicap Chase Final (Listed Race),1, 5YO plus ,"36,000",14,2m 7f 120y,Soft (Yielding in places)
42, Navan (IRE) ,22-Mar-25,17:05,Kilberry Handicap Chase,,5YO plus ,"8,700",11,2m 1f,Soft (Yielding in places)
43, Navan (IRE) ,22-Mar-25,17:40,Racing Next On April 8th (Pro/Am) INH Flat Race,, 4YO to 5YO ,"6,000",11,2m,Soft (Yielding in places)
